binID	CADD
enhancers::chr11:119168000-119173000::chr11-119168549-119168815::chr11-119168549-119168815	7.063
enhancers::chr11:119168000-119173000::chr11-119169496-119169903::chr11-119169496-119169903	1.189
enhancers::chr11:119168000-119173000::chr11-119170913-119171194::chr11-119170913-119171194	5.022
enhancers::chr11:119173600-119174800::chr11-119173972-119174377::chr11-119173972-119174377	9.607
enhancers::chr11:121217400-121219600::chr11-121218618-121218860::chr11-121218618-121218860	6.425
enhancers::chr11:121664400-121666000::chr11-121664691-121664926::chr11-121664691-121664926	4.074
enhancers::chr11:121785000-121785600::chr11-121785433-121785600::chr11-121785433-121785600	7.7005
enhancers::chr11:121902800-121904200::chr11-121903073-121903432::chr11-121903073-121903432	12.72277778
enhancers::chr11:121902800-121904200::chr11-121903954-121904200::chr11-121903954-121904200	2.5405
enhancers::chr11:121919000-121919600::chr11-121919211-121919374::chr11-121919211-121919374	1.06
enhancers::chr11:121946800-121948800::chr11-121947485-121947737::chr11-121947485-121947737	3.76975
enhancers::chr11:121993800-121995000::chr11-121994114-121994245::chr11-121994114-121994245	2.595
enhancers::chr11:122001200-122002400::chr11-122001946-122002157::chr11-122001946-122002157	0.582
enhancers::chr11:122264800-122265600::chr11-122264860-122265532::chr11-122264860-122265532	11.03966667
enhancers::chr11:12228400-12229200::chr11-12228931-12229200::chr11-12228931-12229200	3.771333333
enhancers::chr11:122292000-122293200::chr11-122292405-122293200::chr11-122292405-122293200	4.4723
enhancers::chr11:122295000-122296000::chr11-122295406-122295683::chr11-122295406-122295683	12.01066667
enhancers::chr11:122475400-122476600::chr11-122476261-122476495::chr11-122476261-122476495	9.591
enhancers::chr11:122791200-122791800::chr11-122791428-122791594::chr11-122791428-122791594	18.5
enhancers::chr11:122910400-122911000::chr11-122910761-122911000::chr11-122910761-122911000	7.751
enhancers::chr11:122940600-122944600::chr11-122943085-122943312::chr11-122943085-122943312	0.75
enhancers::chr11:124146600-124147800::chr11-124146600-124146832::chr11-124146600-124146832	4.7306
enhancers::chr11:12537600-12538800::chr11-12538184-12538562::chr11-12538184-12538562	0.625
enhancers::chr11:125433800-125434400::chr11-125434163-125434400::chr11-125434163-125434400	5.8485
enhancers::chr11:125434600-125436600::chr11-125434600-125434646::chr11-125434600-125434646	13.92
enhancers::chr11:125457800-125458400::chr11-125457800-125457848::chr11-125457800-125457848	0.44
enhancers::chr11:125472600-125473600::chr11-125473100-125473369::chr11-125473100-125473369	7.16775
enhancers::chr11:125507800-125508400::chr11-125507913-125508014::chr11-125507913-125508014	2.9575
enhancers::chr11:125543600-125545000::chr11-125544009-125544773::chr11-125544009-125544773	4.2125
enhancers::chr11:126062200-126064200::chr11-126062881-126063288::chr11-126062881-126063288	6.1835
enhancers::chr11:126072000-126073800::chr11-126072604-126073279::chr11-126072604-126073279	5.991166667
enhancers::chr11:126103200-126104000::chr11-126103480-126103556::chr11-126103480-126103556	0.29
enhancers::chr11:126116200-126116800::chr11-126116611-126116800::chr11-126116611-126116800	8.822
enhancers::chr11:126127600-126128200::chr11-126127765-126127960::chr11-126127765-126127960	12.33
enhancers::chr11:126150400-126151200::chr11-126150578-126150805::chr11-126150578-126150805	0.047
enhancers::chr11:12626000-12626800::chr11-12626219-12626528::chr11-12626219-12626528	6.27
enhancers::chr11:126270200-126285800::chr11-126279312-126279392::chr11-126279312-126279392	2.126
enhancers::chr11:12640200-12641000::chr11-12640530-12640927::chr11-12640530-12640927	4.4935
enhancers::chr11:12654200-12655000::chr11-12654245-12654618::chr11-12654245-12654618	2.171428571
enhancers::chr11:126558400-126559200::chr11-126558606-126559085::chr11-126558606-126559085	11.61
enhancers::chr11:12662000-12663000::chr11-12662000-12662309::chr11-12662000-12662309	1.4185
enhancers::chr11:126700200-126701000::chr11-126700231-126700758::chr11-126700231-126700758	15.13616667
enhancers::chr11:126810800-126812600::chr11-126811086-126811146::chr11-126811086-126811146	2.056
enhancers::chr11:127394000-127395400::chr11-127394486-127394863::chr11-127394486-127394863	15.84166667
enhancers::chr11:127636600-127637400::chr11-127636600-127637309::chr11-127636600-127637309	3.1356875
enhancers::chr11:127660000-127660800::chr11-127660000-127660092::chr11-127660000-127660092	6.7545
enhancers::chr11:127713200-127715400::chr11-127713825-127713971::chr11-127713825-127713971	2.664
enhancers::chr11:127713200-127715400::chr11-127714653-127714982::chr11-127714653-127714982	4.568454545
enhancers::chr11:127795200-127796000::chr11-127795261-127795745::chr11-127795261-127795745	9.667875
enhancers::chr11:127806400-127809000::chr11-127806784-127806957::chr11-127806784-127806957	9.2875
enhancers::chr11:127806400-127809000::chr11-127808733-127809000::chr11-127808733-127809000	3.272333333
enhancers::chr11:127831600-127832600::chr11-127832267-127832600::chr11-127832267-127832600	6.828
enhancers::chr11:127864600-127865400::chr11-127864649-127864950::chr11-127864649-127864950	3.696333333
enhancers::chr11:127890400-127892400::chr11-127890400-127890464::chr11-127890400-127890464	2.6055
enhancers::chr11:128003400-128005200::chr11-128003400-128003711::chr11-128003400-128003711	9.9765
enhancers::chr11:128188800-128189600::chr11-128188800-128189217::chr11-128188800-128189217	5.5908
enhancers::chr11:128191200-128194600::chr11-128193352-128193583::chr11-128193352-128193583	2.05
enhancers::chr11:128264200-128264800::chr11-128264375-128264599::chr11-128264375-128264599	14.82725
enhancers::chr11:128352600-128357800::chr11-128356061-128356340::chr11-128356061-128356340	14.76
enhancers::chr11:128756600-128757600::chr11-128756637-128756882::chr11-128756637-128756882	2.85025
enhancers::chr11:129287200-129288200::chr11-129287836-129288200::chr11-129287836-129288200	5.9996
enhancers::chr11:129288600-129289600::chr11-129289387-129289580::chr11-129289387-129289580	2.64225
enhancers::chr11:129400000-129400800::chr11-129400065-129400800::chr11-129400065-129400800	3.309473684
enhancers::chr11:129507800-129510600::chr11-129509200-129509680::chr11-129509200-129509680	11.27157143
enhancers::chr11:129507800-129510600::chr11-129510062-129510191::chr11-129510062-129510191	1.946
enhancers::chr11:129507800-129510600::chr11-129510489-129510600::chr11-129510489-129510600	4.2635
enhancers::chr11:129512200-129514600::chr11-129514272-129514528::chr11-129514272-129514528	3.0805
enhancers::chr11:129594600-129595200::chr11-129594837-129595087::chr11-129594837-129595087	0.608
enhancers::chr11:129601800-129604200::chr11-129601800-129601888::chr11-129601800-129601888	2.6525
enhancers::chr11:129601800-129604200::chr11-129602694-129603515::chr11-129602694-129603515	3.116882353
enhancers::chr11:129640400-129642000::chr11-129640887-129641307::chr11-129640887-129641307	2.186428571
enhancers::chr11:129640400-129642000::chr11-129641350-129641663::chr11-129641350-129641663	2.368
enhancers::chr11:129649000-129650400::chr11-129649241-129649755::chr11-129649241-129649755	10.3535
enhancers::chr11:129655600-129656600::chr11-129655823-129656167::chr11-129655823-129656167	2.966777778
enhancers::chr11:129705600-129707200::chr11-129706497-129706819::chr11-129706497-129706819	4.886
enhancers::chr11:129735400-129737200::chr11-129736911-129737190::chr11-129736911-129737190	2.557
enhancers::chr11:129758400-129760000::chr11-129758402-129758482::chr11-129758402-129758482	1.0045
enhancers::chr11:129802000-129803600::chr11-129802268-129802567::chr11-129802268-129802567	2.4155
enhancers::chr11:129805400-129806200::chr11-129805703-129805940::chr11-129805703-129805940	1.928
enhancers::chr11:129807600-129808600::chr11-129807600-129807762::chr11-129807600-129807762	8.176
enhancers::chr11:129884200-129884800::chr11-129884315-129884800::chr11-129884315-129884800	2.7892
enhancers::chr11:129892800-129894600::chr11-129894305-129894600::chr11-129894305-129894600	14.055
enhancers::chr11:129895000-129895600::chr11-129895414-129895600::chr11-129895414-129895600	14.55
enhancers::chr11:129995000-129998800::chr11-129997514-129997640::chr11-129997514-129997640	0.268
enhancers::chr11:129995000-129998800::chr11-129998529-129998800::chr11-129998529-129998800	1.19
enhancers::chr11:130000200-130000800::chr11-130000631-130000800::chr11-130000631-130000800	1.1395
enhancers::chr11:130010400-130016000::chr11-130011975-130012222::chr11-130011975-130012222	2.374333333
enhancers::chr11:130010400-130016000::chr11-130014049-130014476::chr11-130014049-130014476	5.6788
enhancers::chr11:130062600-130063400::chr11-130062682-130063246::chr11-130062682-130063246	4.5355
enhancers::chr11:130067400-130068600::chr11-130067619-130067715::chr11-130067619-130067715	9.062
enhancers::chr11:130067400-130068600::chr11-130067846-130068058::chr11-130067846-130068058	4.29
enhancers::chr11:130200000-130200600::chr11-130200252-130200531::chr11-130200252-130200531	4.769666667
enhancers::chr11:130356800-130360000::chr11-130359671-130359996::chr11-130359671-130359996	0.284
enhancers::chr11:130667800-130668800::chr11-130668057-130668560::chr11-130668057-130668560	7.965714286
enhancers::chr11:130746000-130749000::chr11-130746943-130747714::chr11-130746943-130747714	4.35
enhancers::chr11:130752000-130753600::chr11-130752091-130752520::chr11-130752091-130752520	14.182
enhancers::chr11:130752000-130753600::chr11-130752670-130752954::chr11-130752670-130752954	1.134
enhancers::chr11:130752000-130753600::chr11-130753116-130753417::chr11-130753116-130753417	4.105
enhancers::chr11:130757400-130761600::chr11-130758718-130759086::chr11-130758718-130759086	4.6035
enhancers::chr11:130773400-130774200::chr11-130773674-130774027::chr11-130773674-130774027	4.609166667
enhancers::chr11:130801800-130802600::chr11-130801941-130802300::chr11-130801941-130802300	2.9455
enhancers::chr11:130801800-130802600::chr11-130802508-130802600::chr11-130802508-130802600	1.688
enhancers::chr11:130869200-130871000::chr11-130869200-130869341::chr11-130869200-130869341	2.9196
enhancers::chr11:130869200-130871000::chr11-130869979-130871000::chr11-130869979-130871000	2.981545455
enhancers::chr11:130968600-130970000::chr11-130969001-130969245::chr11-130969001-130969245	5.91
enhancers::chr11:131087000-131090000::chr11-131087265-131087473::chr11-131087265-131087473	5.29975
enhancers::chr11:131087000-131090000::chr11-131087512-131087785::chr11-131087512-131087785	1.991833333
enhancers::chr11:131087000-131090000::chr11-131087833-131088087::chr11-131087833-131088087	1.7058
enhancers::chr11:131087000-131090000::chr11-131088475-131088742::chr11-131088475-131088742	2.143
enhancers::chr11:131223600-131225200::chr11-131224068-131224306::chr11-131224068-131224306	1.21925
enhancers::chr11:131223600-131225200::chr11-131224998-131225200::chr11-131224998-131225200	6.0005
enhancers::chr11:131260400-131263600::chr11-131262473-131262695::chr11-131262473-131262695	1.550166667
enhancers::chr11:131300200-131301200::chr11-131300323-131300681::chr11-131300323-131300681	5.0524
enhancers::chr11:1313600-1315200::chr11-1314957-1315176::chr11-1314957-1315176	4.924333333
enhancers::chr11:131365000-131365800::chr11-131365398-131365647::chr11-131365398-131365647	5.800666667
enhancers::chr11:131399000-131401400::chr11-131400357-131400618::chr11-131400357-131400618	12.42771429
enhancers::chr11:13188600-13191800::chr11-13190406-13190874::chr11-13190406-13190874	1.3375
enhancers::chr11:13188600-13191800::chr11-13191283-13191601::chr11-13191283-13191601	1.371
enhancers::chr11:134111600-134113200::chr11-134112308-134112583::chr11-134112308-134112583	2.144
enhancers::chr11:134130200-134132400::chr11-134130497-134130817::chr11-134130497-134130817	2.442333333
enhancers::chr11:134130200-134132400::chr11-134131790-134132078::chr11-134131790-134132078	6.723
enhancers::chr11:134130200-134132400::chr11-134132176-134132364::chr11-134132176-134132364	3.63
enhancers::chr11:13857600-13859200::chr11-13857806-13857879::chr11-13857806-13857879	6.26425
enhancers::chr11:13857600-13859200::chr11-13858872-13859200::chr11-13858872-13859200	5.747833333
enhancers::chr11:14056800-14058600::chr11-14058132-14058437::chr11-14058132-14058437	6.324875
enhancers::chr11:14128000-14128800::chr11-14128057-14128233::chr11-14128057-14128233	14.4
enhancers::chr11:14140600-14141400::chr11-14141025-14141121::chr11-14141025-14141121	4.759
enhancers::chr11:14145800-14147000::chr11-14145960-14146260::chr11-14145960-14146260	4.4002
enhancers::chr11:14153400-14157600::chr11-14153850-14154236::chr11-14153850-14154236	2.053333333
enhancers::chr11:14153400-14157600::chr11-14154919-14155339::chr11-14154919-14155339	2.171
enhancers::chr11:14234800-14236400::chr11-14234800-14235375::chr11-14234800-14235375	4.834666667
enhancers::chr11:14312000-14312600::chr11-14312042-14312232::chr11-14312042-14312232	4.324
enhancers::chr11:14419400-14421200::chr11-14419820-14420219::chr11-14419820-14420219	3.6964
enhancers::chr11:14457200-14457800::chr11-14457295-14457593::chr11-14457295-14457593	5.3674
enhancers::chr11:14490400-14491600::chr11-14490426-14490704::chr11-14490426-14490704	2.641
enhancers::chr11:14522400-14523800::chr11-14522849-14523328::chr11-14522849-14523328	4.2755
enhancers::chr11:14527800-14528600::chr11-14528191-14528377::chr11-14528191-14528377	1.277
enhancers::chr11:14551000-14551800::chr11-14551000-14551321::chr11-14551000-14551321	1.673333333
enhancers::chr11:14551000-14551800::chr11-14551503-14551800::chr11-14551503-14551800	1.946333333
enhancers::chr11:14571400-14574200::chr11-14573692-14573980::chr11-14573692-14573980	6.0975
enhancers::chr11:14575600-14578600::chr11-14576508-14576871::chr11-14576508-14576871	8.467666667
enhancers::chr11:14587000-14589200::chr11-14587416-14587669::chr11-14587416-14587669	2.513666667
enhancers::chr11:14638400-14642400::chr11-14641762-14642108::chr11-14641762-14642108	12.28666667
enhancers::chr11:14644200-14645200::chr11-14644307-14644449::chr11-14644307-14644449	5.349
enhancers::chr11:14693800-14694400::chr11-14694308-14694400::chr11-14694308-14694400	0.738
enhancers::chr11:14697400-14698400::chr11-14697737-14698063::chr11-14697737-14698063	12.08983333
enhancers::chr11:14705400-14706400::chr11-14705785-14706300::chr11-14705785-14706300	3.2275
enhancers::chr11:14709000-14710600::chr11-14709083-14709283::chr11-14709083-14709283	4.4725
enhancers::chr11:14709000-14710600::chr11-14709836-14710115::chr11-14709836-14710115	16.58
enhancers::chr11:14734000-14736000::chr11-14735321-14735776::chr11-14735321-14735776	4.8705
enhancers::chr11:14784000-14790800::chr11-14787726-14787992::chr11-14787726-14787992	0.587
enhancers::chr11:14784000-14790800::chr11-14790082-14790686::chr11-14790082-14790686	7.454714286
enhancers::chr11:15298400-15300000::chr11-15299737-15300000::chr11-15299737-15300000	5.305285714
enhancers::chr11:15516600-15518600::chr11-15517140-15517321::chr11-15517140-15517321	1.6525
enhancers::chr11:15528800-15529400::chr11-15529132-15529400::chr11-15529132-15529400	3.0608
enhancers::chr11:15573400-15574800::chr11-15573406-15573778::chr11-15573406-15573778	1.4095
enhancers::chr11:15573400-15574800::chr11-15574043-15574356::chr11-15574043-15574356	8.2144
enhancers::chr11:15576600-15577400::chr11-15576796-15577064::chr11-15576796-15577064	8.235
enhancers::chr11:15601400-15602400::chr11-15601644-15601956::chr11-15601644-15601956	4.8856
enhancers::chr11:15709800-15710400::chr11-15709879-15710352::chr11-15709879-15710352	8.6105
enhancers::chr11:16299600-16300400::chr11-16299892-16300211::chr11-16299892-16300211	10.29625
enhancers::chr11:16359000-16360200::chr11-16359333-16360200::chr11-16359333-16360200	7.694636364
enhancers::chr11:16387200-16387800::chr11-16387200-16387667::chr11-16387200-16387667	14.1835
enhancers::chr11:16427400-16428000::chr11-16427831-16428000::chr11-16427831-16428000	3.349
enhancers::chr11:16491000-16492000::chr11-16491000-16491136::chr11-16491000-16491136	15.89
enhancers::chr11:16491000-16492000::chr11-16491658-16491775::chr11-16491658-16491775	18.28
enhancers::chr11:16608600-16610400::chr11-16609284-16609523::chr11-16609284-16609523	13.8525
enhancers::chr11:17021600-17024000::chr11-17021896-17022150::chr11-17021896-17022150	4.0615
enhancers::chr11:17207800-17208600::chr11-17208424-17208600::chr11-17208424-17208600	11.68
enhancers::chr11:17240400-17241000::chr11-17240675-17240861::chr11-17240675-17240861	2.809
enhancers::chr11:17244200-17244800::chr11-17244585-17244800::chr11-17244585-17244800	10.4782
enhancers::chr11:17285200-17286000::chr11-17285334-17285636::chr11-17285334-17285636	4.1465
enhancers::chr11:17714800-17717000::chr11-17716288-17716659::chr11-17716288-17716659	14.7735
enhancers::chr11:17755000-17755800::chr11-17755000-17755113::chr11-17755000-17755113	16.58
enhancers::chr11:17796200-17797800::chr11-17796200-17796342::chr11-17796200-17796342	5.053666667
enhancers::chr11:17819400-17821200::chr11-17819836-17820275::chr11-17819836-17820275	11.49333333
enhancers::chr11:17873200-17874200::chr11-17873262-17873629::chr11-17873262-17873629	10.36233333
enhancers::chr11:17873200-17874200::chr11-17873890-17874061::chr11-17873890-17874061	14.285
enhancers::chr11:17877600-17878600::chr11-17877950-17878109::chr11-17877950-17878109	3.019
enhancers::chr11:17995400-17996000::chr11-17995846-17996000::chr11-17995846-17996000	9.668
enhancers::chr11:18000000-18001600::chr11-18000248-18000534::chr11-18000248-18000534	7.5285
enhancers::chr11:18010800-18012000::chr11-18010862-18011118::chr11-18010862-18011118	10.53
enhancers::chr11:18022800-18023400::chr11-18022800-18023015::chr11-18022800-18023015	7.856333333
enhancers::chr11:18113400-18114200::chr11-18113400-18113594::chr11-18113400-18113594	4.202
enhancers::chr11:18385800-18387200::chr11-18386300-18386455::chr11-18386300-18386455	9.139
enhancers::chr11:18424600-18425400::chr11-18424655-18425220::chr11-18424655-18425220	5.143714286
enhancers::chr11:18426200-18429200::chr11-18428997-18429200::chr11-18428997-18429200	5.0775
enhancers::chr11:18442000-18442800::chr11-18442002-18442178::chr11-18442002-18442178	8.503
enhancers::chr11:18502400-18503000::chr11-18502400-18502618::chr11-18502400-18502618	1.939
enhancers::chr11:18511600-18515400::chr11-18514849-18515183::chr11-18514849-18515183	3.964
enhancers::chr11:18588200-18589400::chr11-18588200-18588236::chr11-18588200-18588236	2.302
enhancers::chr11:18629600-18630600::chr11-18629991-18630261::chr11-18629991-18630261	3.311
enhancers::chr11:18692800-18695200::chr11-18693854-18694017::chr11-18693854-18694017	5.664
enhancers::chr11:18771000-18773000::chr11-18771284-18771550::chr11-18771284-18771550	4.662
enhancers::chr11:19598400-19601200::chr11-19600448-19600555::chr11-19600448-19600555	3.697
enhancers::chr11:19637400-19638400::chr11-19637894-19638154::chr11-19637894-19638154	14.3275
enhancers::chr11:19859800-19861200::chr11-19860609-19860871::chr11-19860609-19860871	12.97333333
enhancers::chr11:20059600-20063600::chr11-20061567-20062170::chr11-20061567-20062170	2.459
enhancers::chr11:20069200-20075800::chr11-20069427-20069729::chr11-20069427-20069729	4.9475
enhancers::chr11:20069200-20075800::chr11-20073802-20074128::chr11-20073802-20074128	0.981
enhancers::chr11:20069200-20075800::chr11-20075152-20075461::chr11-20075152-20075461	4.487
enhancers::chr11:20076200-20084000::chr11-20083438-20083658::chr11-20083438-20083658	10.76
enhancers::chr11:20085600-20088400::chr11-20086979-20087265::chr11-20086979-20087265	3.688
enhancers::chr11:20117200-20122200::chr11-20121073-20121373::chr11-20121073-20121373	8.298
enhancers::chr11:20131400-20132400::chr11-20131610-20131912::chr11-20131610-20131912	3.9398
enhancers::chr11:2051200-2052800::chr11-2052378-2052600::chr11-2052378-2052600	2.255
enhancers::chr11:2163600-2164800::chr11-2163612-2163882::chr11-2163612-2163882	4.042
enhancers::chr11:22580200-22581000::chr11-22580211-22580474::chr11-22580211-22580474	10.67633333
enhancers::chr11:22580200-22581000::chr11-22580619-22580870::chr11-22580619-22580870	6.633
enhancers::chr11:22588000-22588800::chr11-22588000-22588093::chr11-22588000-22588093	1.818
enhancers::chr11:22678400-22679200::chr11-22678965-22679127::chr11-22678965-22679127	0.835
enhancers::chr11:22806400-22807200::chr11-22806568-22806811::chr11-22806568-22806811	4.039
enhancers::chr11:22806400-22807200::chr11-22806828-22807098::chr11-22806828-22807098	10.09666667
enhancers::chr11:240400-242000::chr11-241684-241909::chr11-241684-241909	0.5985
enhancers::chr11:2467200-2471200::chr11-2468299-2468571::chr11-2468299-2468571	12.4428
enhancers::chr11:2536200-2537200::chr11-2536783-2537039::chr11-2536783-2537039	8.30525
enhancers::chr11:26215200-26216200::chr11-26215333-26215584::chr11-26215333-26215584	1.593
enhancers::chr11:26215200-26216200::chr11-26216112-26216200::chr11-26216112-26216200	1.435
enhancers::chr11:26593600-26595800::chr11-26593660-26594151::chr11-26593660-26594151	2.957666667
enhancers::chr11:26593600-26595800::chr11-26594375-26594793::chr11-26594375-26594793	9.6044
enhancers::chr11:26722400-26723000::chr11-26722400-26722774::chr11-26722400-26722774	1.994333333
enhancers::chr11:26724000-26727000::chr11-26724000-26724615::chr11-26724000-26724615	1.450666667
enhancers::chr11:26724000-26727000::chr11-26725520-26726171::chr11-26725520-26726171	3.423
enhancers::chr11:26734200-26735200::chr11-26734273-26734471::chr11-26734273-26734471	4.6274
enhancers::chr11:26736600-26737200::chr11-26736728-26736985::chr11-26736728-26736985	2.646875
enhancers::chr11:26751600-26753000::chr11-26752312-26752653::chr11-26752312-26752653	5.694
enhancers::chr11:26754600-26756800::chr11-26755213-26755445::chr11-26755213-26755445	3.137833333
enhancers::chr11:26754600-26756800::chr11-26755968-26756560::chr11-26755968-26756560	2.83475
enhancers::chr11:26762600-26763200::chr11-26762686-26762935::chr11-26762686-26762935	2.533333333
enhancers::chr11:26869200-26871000::chr11-26869200-26869399::chr11-26869200-26869399	6.7765
enhancers::chr11:26869200-26871000::chr11-26870610-26870880::chr11-26870610-26870880	10.00775
enhancers::chr11:26925400-26927000::chr11-26925687-26926038::chr11-26925687-26926038	3.3134
enhancers::chr11:26951600-26953200::chr11-26951600-26951650::chr11-26951600-26951650	3.608
enhancers::chr11:26951600-26953200::chr11-26952008-26952346::chr11-26952008-26952346	5.113
enhancers::chr11:26951600-26953200::chr11-26952420-26953176::chr11-26952420-26953176	6.581285714
enhancers::chr11:26966200-26969400::chr11-26966419-26966839::chr11-26966419-26966839	6.7962
enhancers::chr11:26966200-26969400::chr11-26966871-26967096::chr11-26966871-26967096	5.0665
enhancers::chr11:26966200-26969400::chr11-26967722-26968305::chr11-26967722-26968305	4.2756
enhancers::chr11:26966200-26969400::chr11-26968635-26969400::chr11-26968635-26969400	9.1845
enhancers::chr11:26973000-26974000::chr11-26973463-26973675::chr11-26973463-26973675	9.1735
enhancers::chr11:26985600-26986600::chr11-26985600-26985686::chr11-26985600-26985686	0.958
enhancers::chr11:26985600-26986600::chr11-26985950-26986163::chr11-26985950-26986163	4.2156
enhancers::chr11:26985600-26986600::chr11-26986492-26986600::chr11-26986492-26986600	2.609
enhancers::chr11:26997200-26998400::chr11-26997959-26998193::chr11-26997959-26998193	3.4845
enhancers::chr11:27007400-27008000::chr11-27007400-27007925::chr11-27007400-27007925	3.538428571
enhancers::chr11:27085400-27086400::chr11-27085723-27086022::chr11-27085723-27086022	1.716
enhancers::chr11:27110600-27111400::chr11-27111276-27111400::chr11-27111276-27111400	0.63125
enhancers::chr11:27171200-27172400::chr11-27171818-27171973::chr11-27171818-27171973	2.3755
enhancers::chr11:27275800-27276600::chr11-27276303-27276600::chr11-27276303-27276600	8.4975
enhancers::chr11:27330400-27331400::chr11-27330575-27331071::chr11-27330575-27331071	5.982
enhancers::chr11:27333200-27335200::chr11-27333779-27333999::chr11-27333779-27333999	10.83
enhancers::chr11:27391400-27396400::chr11-27393965-27393996::chr11-27393965-27393996	2.731
enhancers::chr11:27391400-27396400::chr11-27395799-27396139::chr11-27395799-27396139	14.93
enhancers::chr11:27554000-27555000::chr11-27554554-27554872::chr11-27554554-27554872	14.81
enhancers::chr11:27567000-27568200::chr11-27567619-27567774::chr11-27567619-27567774	11.28
enhancers::chr11:27584200-27585400::chr11-27584838-27585059::chr11-27584838-27585059	6.454
enhancers::chr11:27584200-27585400::chr11-27585074-27585400::chr11-27585074-27585400	17.47
enhancers::chr11:27592800-27594600::chr11-27592800-27593156::chr11-27592800-27593156	8.745
enhancers::chr11:27592800-27594600::chr11-27593895-27594169::chr11-27593895-27594169	6.986833333
enhancers::chr11:27640400-27641600::chr11-27640680-27641183::chr11-27640680-27641183	3.08725
enhancers::chr11:27640400-27641600::chr11-27641228-27641461::chr11-27641228-27641461	2.656875
enhancers::chr11:27642800-27645200::chr11-27645007-27645200::chr11-27645007-27645200	3.2155
enhancers::chr11:27647000-27647800::chr11-27647000-27647800::chr11-27647000-27647800	4.684214286
enhancers::chr11:27667600-27668600::chr11-27667694-27667904::chr11-27667694-27667904	9.574
enhancers::chr11:27667600-27668600::chr11-27668077-27668350::chr11-27668077-27668350	2.5435
enhancers::chr11:27678400-27679000::chr11-27678425-27678641::chr11-27678425-27678641	9.98175
enhancers::chr11:27684200-27684800::chr11-27684338-27684800::chr11-27684338-27684800	6.2906
enhancers::chr11:27693800-27695800::chr11-27694410-27694732::chr11-27694410-27694732	6.028
enhancers::chr11:27693800-27695800::chr11-27695292-27695600::chr11-27695292-27695600	6.474571429
enhancers::chr11:27698200-27701600::chr11-27699863-27700124::chr11-27699863-27700124	3.7198
enhancers::chr11:27709200-27710200::chr11-27709604-27710010::chr11-27709604-27710010	1.6905
enhancers::chr11:27756600-27757400::chr11-27756924-27757127::chr11-27756924-27757127	2.035
enhancers::chr11:2780800-2782000::chr11-2781029-2781314::chr11-2781029-2781314	8.985
enhancers::chr11:2780800-2782000::chr11-2781354-2781785::chr11-2781354-2781785	5.224333333
enhancers::chr11:27883200-27884400::chr11-27883637-27883974::chr11-27883637-27883974	7.75325
enhancers::chr11:2790000-2793000::chr11-2790369-2790607::chr11-2790369-2790607	1.226
enhancers::chr11:27903400-27904200::chr11-27903400-27904200::chr11-27903400-27904200	4.567
enhancers::chr11:27925800-27927000::chr11-27925911-27926548::chr11-27925911-27926548	15.36364286
enhancers::chr11:27931600-27932600::chr11-27931792-27932046::chr11-27931792-27932046	2.064333333
enhancers::chr11:27935200-27935800::chr11-27935269-27935800::chr11-27935269-27935800	4.021818182
enhancers::chr11:27948000-27949000::chr11-27948464-27949000::chr11-27948464-27949000	2.365333333
enhancers::chr11:27955400-27956400::chr11-27955409-27956400::chr11-27955409-27956400	7.23152381
enhancers::chr11:27985200-27987600::chr11-27985978-27986166::chr11-27985978-27986166	17.2
enhancers::chr11:27985200-27987600::chr11-27987189-27987413::chr11-27987189-27987413	3.142333333
enhancers::chr11:28016200-28017000::chr11-28016688-28016991::chr11-28016688-28016991	8.832666667
enhancers::chr11:28070400-28072800::chr11-28070967-28071252::chr11-28070967-28071252	15.08
enhancers::chr11:28070400-28072800::chr11-28071490-28071846::chr11-28071490-28071846	8.048
enhancers::chr11:28119800-28120600::chr11-28119800-28120262::chr11-28119800-28120262	4.0195
enhancers::chr11:28724000-28724600::chr11-28724000-28724264::chr11-28724000-28724264	17.9525
enhancers::chr11:2969400-2972400::chr11-2972106-2972338::chr11-2972106-2972338	5.471
enhancers::chr11:2975800-2980200::chr11-2977108-2977615::chr11-2977108-2977615	0.7696666667
enhancers::chr11:2980600-2982000::chr11-2980726-2980845::chr11-2980726-2980845	1.229
enhancers::chr11:2980600-2982000::chr11-2981159-2981313::chr11-2981159-2981313	5.323
enhancers::chr11:2984400-2985200::chr11-2984408-2984609::chr11-2984408-2984609	0.571
enhancers::chr11:3021400-3025600::chr11-3025109-3025582::chr11-3025109-3025582	2.4688
enhancers::chr11:3026600-3027400::chr11-3026696-3026849::chr11-3026696-3026849	1.291
enhancers::chr11:3029800-3038200::chr11-3032283-3032475::chr11-3032283-3032475	0.4315
enhancers::chr11:3029800-3038200::chr11-3033766-3033965::chr11-3033766-3033965	0.381
enhancers::chr11:3029800-3038200::chr11-3037099-3037472::chr11-3037099-3037472	3.4705
enhancers::chr11:3029800-3038200::chr11-3037556-3037624::chr11-3037556-3037624	1.94
enhancers::chr11:30302600-30304800::chr11-30304565-30304713::chr11-30304565-30304713	4.658666667
enhancers::chr11:30325800-30326600::chr11-30326273-30326562::chr11-30326273-30326562	7.949428571
enhancers::chr11:30346800-30352000::chr11-30350374-30350477::chr11-30350374-30350477	5.957
enhancers::chr11:3039400-3040600::chr11-3039999-3040307::chr11-3039999-3040307	2.096
enhancers::chr11:30549000-30549800::chr11-30549179-30549559::chr11-30549179-30549559	3.5506
